Price,Inventory,Sort,ItemName,Id,IsActive,IsSaleable,IsSponsored,SKUCODE,MasterSKUCODE,AId,ShortDescription,Description,ItemImage,WebImage,UnitSize,UOM,PackSize,Type,MaxOrderQuantity,Mrp,DiscountAmount,SearchTerm,MinOrderQuantity,Quantity,TotalCount,EnId,IsRestricted,CategoryCode,store,pincode,webstore_id,scraped_at_utc,source_category_url
270.00,21,-90,Harischandra Yellow Noodles Packet,694,0,True,False,PS10701,,0,Noodles,"Ingredients - Wheat flour, common salt. Nutrition Content Per 100g:
Energy – 354.74 Kcal
Carbohydrate – 73.38g
Protein – 14.81g
Fat 0.22g
Crude Fiber – 2.56g
Salt as NaCl – 0.14g *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS10701_1.jpg,/VendorItems/MenuItems/PS10701_2.jpg,400.0,g,10,V,30.0,0.00,,"PS10701,Harischandra Yellow Noodles Packet,400g,Harischandra,Yellow Noodles Packet,Harischandra Noodles,Yellow Noodles,Dry Noodles,Harischandra Yellow Noodles Packet 400g,Noodles,,Regular,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,yGhDyZUzj8vFIfuLYTpnGQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
430.00,25,-89,My Choice Green Gram Packet,1117,0,True,False,CS71387,FC0308,0,Green Gram,My Choice green gram 500g pack.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS71387_1.jpg,/VendorItems/MenuItems/CS71387_2.jpg,500.0,g,20,V,30.0,0.00,,"My Choice Green Gram Packet 500 g,,,,,,,,,,",1.00,0,384,NCN+4age5SGuhdhoUyjv9Q==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
420.00,6,-88,Samaposha,15,0,True,False,BC11725,BC0107,0,Samaposha,"This pre-cooked cereal based nutritious supplement food is made from corn, soya, green gram and rice. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/BC11725_1.jpg,/VendorItems/MenuItems/BC11725_2.jpg,500.0,g,12,V,10.0,0.00,,"BC11725,Samaposha,Sama,Posha,Food Cupboard,Breakfast,Cereals",1.00,0,384,n4y3XImHOT34OR3rSpPhoQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
150.00,14,-87,Delmege Chicken Flavoured Soya Meat,117226,0,True,False,CF61221,,0,Soya Meat,Chicken flavoured soya meat.*Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CF61221_1.jpg,/VendorItems/MenuItems/CF61221_2.jpg,90.0,g,25,V,10.0,0.00,,"Delmege Chicken Flavoured Soya Meat 90 g,,,,,,,,,,",1.00,0,384,e8WzsORKU4icYCDRvqhxGA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
550.00,37,-86,Meadowlea Fat Spread,865,0,True,False,DY20408,FC1103,0,Spread,"Made with the goodness of sunflower oil, Meadowlea is a fat spread that offers a delicious creamy taste and is enriched with essential nutrients such as Vitamin A, D and E. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/DY20408_1.jpg,/VendorItems/MenuItems/DY20408_2.jpg,250.0,g,24,V,10.0,0.00,,"DY20408,Meadowlea Fat Spread,250g,Meadowlea,Fat Spreads,Meadowlea Margarine,Spreads,,Meadowlea Fat Spread 250g,,,,,Food Cupboard,Margarine",1.00,0,384,gZbwpfmje7zKlw20tRQ17g==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
295.00,16,-85,My Choice Chick Peas Packet,1115,0,True,False,CS71382,FC0303,0,Chick Peas,My Choice chick peas 500g pack. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS71382_1.jpg,/VendorItems/MenuItems/CS71382_2.jpg,500.0,g,40,V,30.0,0.00,,"CS71382,My Choice Chick Peas Packet,500g,My Choice,Chick Peas,Chick Peas Packet,Chick,Konda Kadala,My Choice Chick Peas Packet 500g,Kadala,,,,Food Cupboard,Commodities",1.00,0,384,jTzvkJ9ktj0MscwBszxsfw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
560.00,33,-84,Edinborough Tomato Ketchup,2602,0,True,False,CS26641,,0,Tomato Ketchup,"Made only from sweet, juicy, red ripe tomatoes. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CS26641_1.jpg,/VendorItems/MenuItems/CS26641_2.jpg,400.0,g,6,V,10.0,0.00,,"CS26641,Edinborough Tomato Ketchup,400g,Edinborough,Tomato Ketchup,Tomato,Ketchup,Edinborough Sauce,Edinborough Tomato Ketchup 400g,,,,,Food Cupboard,Sauce",1.00,0,384,cIZIz8+EqBaK4M68rZv9tQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
130.00,186,-83,Delmege Soya Meat Regular,635156,0,True,False,CFE0128,,0,Soya Meat,TVP made from textured soya flour similar to meat. A healthy vegan option.*Images are for illustration purpose only. Product received may vary.,/VendorItems/MenuItems/CFE0128_1.jpg,/VendorItems/MenuItems/CFE0128_2.jpg,90.0,g,5,V,10.0,0.00,,"CFE0128,Delmege Soya Meat Regular,90g,Delmege,Soya Meat Regular,Soya Meat,Regular,Delmege Soya Meat,Delmege Soya Meat Regular 90g,Soya,,,,Food Cupboard,Soya Meat",1.00,0,384,hkWYdOyG3sMp4gvkAHj+Yw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
460.00,70,-82,Roza Shell,713,0,True,False,PS39106,,0,Pasta,Shell shaped pasta. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/PS39106_1.jpg,/VendorItems/MenuItems/PS39106_2.jpg,400.0,g,20,V,10.0,0.00,,"PS39106,Roza Shell,400g,Roza,Shell,Pasta,Macaroni & Pasta,Shell Pasta,Roza Shell 400g,,,,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,MRZIyB0DlR9Sw6WUExpr3w==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
"1,600.00",50,-81,"Astra Baking, Ambient",637881,0,True,False,DYE0342,,0,Magarine,"Astra Baking 1Kg is a new specialized fat spread for baking cakes and cookies. It delivers soft texture, iconic Astra taste & aroma, and a buttery flavor. With no refrigeration needed, high volume, and the lowest price in the market it`s touted as the tasty, easy baking solution. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/DYE0342_1.jpg,/VendorItems/MenuItems/DYE0342_2.jpg,1.0,kg,6,,10.0,0.00,,"DYE0342,Astra Baking, Ambient,1kg,Astra,Fat Spreads,Astra Margarine,Spreads,,Astra Baking, Ambient 1kg,,,,,Food Cupboard,Margarine",1.00,0,384,OWxBH1blRRiMLZbjPog4wA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
675.00,246,-80,Prima Kottu Mee Multi Pack 85 g,709,0,True,False,PS19980,FC1203,0,Insant Noodles,Prima noodles are an all time favourite amongst kids and adults alike. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/PS19980_1.jpg,/VendorItems/MenuItems/PS19980_2.jpg,5.0,pcs,16,V,2.0,0.00,,"PS19980,Prima Kottu Mee Multi Pack 85 g,5pcs,Prima,Kottu Mee Multi Pack 85 g,Prima Noodles,Chicken Flavour,Instant Noodles,Prima Kottu Mee Multi Pack 85 g 5pcs,Noodles,Kottu mee,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,tjXvAeQ/GRibNOM2AVrFOQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
322.00,63,-78,Roza Elbow,715,0,True,False,PS39116,,0,Pasta,"Elbow maccheroni, furrowed. Slightly curved, maccaroni type pasta. [Source : www.wikipedia.org] *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS39116_1.jpg,/VendorItems/MenuItems/PS39116_2.jpg,400.0,g,20,V,10.0,460.00,30.00%,"PS39116,Roza Elbow,400g,Roza,Elbow,Pasta,Macaroni & Pasta,Elbow Pasta,Roza Elbow 400g,,,,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,Mu3Kk0VoEeEQPm7Ijn6T6A==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
280.00,15,-77,Harischandra Red Noodles Packet,695,0,True,False,PS10706,,0,Noodles,"Ingredients - Wheat flour, common salt. Nutrition Content Per 100g:
Energy – 354.74 Kcal
Carbohydrate – 73.38g
Protein – 14.81g
Fat 0.22g
Crude Fiber – 2.56g
Salt as NaCl – 0.14g *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS10706_1.jpg,/VendorItems/MenuItems/PS10706_2.jpg,400.0,g,10,V,30.0,0.00,,"PS10706,Harischandra Red Noodles Packet,400g,Harischandra,Red Noodles Packet,Harischandra Noodles,Red Noodles,Dry Noodles,Harischandra Red Noodles Packet 400g,Noodles,,Regular,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,t0wLLuxPngWau9lj5JEhHA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
140.00,13,-76,Lankasoy Chicken Flavour,1022,0,True,False,CF64421,,0,Soya Protein,Textured and defatted soya protein with chicken flavour seasoning.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CF64421_1.jpg,/VendorItems/MenuItems/CF64421_2.jpg,90.0,g,25,NV,10.0,0.00,,"CF64421,Lankasoy Chicken Flavour,90g,Lankasoy,Chicken Flavour,Soya Meat,Chicken Flavour,Lankasoy Soya Meat,Lankasoy Chicken Flavour 90g,Soya,,,,Food Cupboard,Soya Meat",1.00,0,384,CIuW8NikFvx2+R8NtodkHQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
460.00,79,-75,Roza Rigatoni,718,0,True,False,PS39136,,0,Pasta,"Rigatoni are a form of tube-shaped pasta of varying lengths and diameters originating in Italy. They are larger than penne and ziti, and sometimes slightly curved, though not as curved as elbow macaroni.  [Source : www.wikipedia.org] *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS39136_1.jpg,/VendorItems/MenuItems/PS39136_2.jpg,400.0,g,10,V,10.0,0.00,,"PS39136,Roza Rigatoni,400g,Roza,Rigatoni,Pasta,Macaroni & Pasta,Rigatoni Pasta,Roza Rigatoni 400g,,,,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,K+Ask7w5dEBNbHb0sNDQDA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
250.00,21,-73,My Choice Gram Dhal Packet,1119,0,True,False,CS71392,FC0307,0,Gram Dhal,My Choice gram dhal 500g pack.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS71392_1.jpg,/VendorItems/MenuItems/CS71392_2.jpg,500.0,g,40,V,30.0,0.00,,"CS71392,My Choice Gram Dhal Packet,500g,My Choice,Gram Dhal,Gram,Dhal,,My Choice Gram Dhal Packet 500g,,,,,Food Cupboard,Commodities",1.00,0,384,YwDRZJPgzoT1Rk8BHHRIEA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
330.00,12,-72,Raigam White Deveni Batha,708,0,True,False,PS17801,,0,Noodles,"An easy to prepare rice noodle, containing all the goodness offered by rice. Raigam Devani Batha is made from 100% local rice flour. Therefore it was named “Devani Batha"". *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS17801_1.jpg,/VendorItems/MenuItems/PS17801_2.jpg,350.0,g,12,V,10.0,0.00,,devani batha,1.00,0,384,5Uai4mR59cU+ZuJi0eqpZA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
135.00,41,-71,Prima Kottu Mee Hot & Spicy Noodles,705,0,True,False,PS12461,FC1203,0,Insant Noodles,Prima noodles are an all time favourite amongst kids and adults alike. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/PS12461_1.jpg,/VendorItems/MenuItems/PS12461_2.jpg,80.0,g,80,V,10.0,0.00,,"PS12461,Prima Kottu Mee Hot & Spicy Noodles,80g,Prima,Kottu Mee Hot & Spicy Noodles,Prima Noodles,Hot & Spicy,Instant Noodles,Prima Kottu Mee Hot & Spicy Noodles 80g,Noodles,Kottu mee,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,vA572SM8/EMDalTaH+oRjQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
675.00,201,-70,"Prima Kottu Mee Multi Pack,Chicken 5pcs",636229,0,True,False,PSE0159,FC1205,0,Instant Noodles,Chicken flavoured instant noodles. *Images for illustration purpose only. Products received may vary.,/VendorItems/MenuItems/PSE0159_1.jpg,/VendorItems/MenuItems/PSE0159_2.jpg,85.0,g,16,,5.0,0.00,,"PSE0159,Prima Kottu Mee Multi Pack,Chicken 5pcs,85g,Prima,Kottu Mee Multi Pack,Chicken 5pcs,Prima Noodles,Chicken Flavour,Instant Noodles,Prima Kottu Mee Multi Pack,Chicken 5pcs 85g,Noodles,Kottu mee,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,3k+bBlTxzlA5Vs9fP1MV6Q==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
300.00,7,-69,Park View Noodles,697,0,True,False,PS10901,,0,Noodles,Parkview noodles is a product of Sri Lanka. Contains no artificial flavours or colourings. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/PS10901_1.jpg,/VendorItems/MenuItems/PS10901_2.jpg,400.0,g,12,V,15.0,0.00,,"PS10901,Park View Noodles,400g,Park View,Noodles,Park View Plain Noodles,Plain noodles,Dry Noodles,Park View Noodles 400g,Noodles,,Regular,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,DMYy+Y6+IaGnZk7WRpBtxA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
115.00,77,-68,Maggi Curry Flavour Noodles,689,0,True,False,PS10111,,0,Insant Noodles,"Maggi 2 Minute Curry Noodles are quick, convenient and delicious. Each pack brings you a taste of Malaysia and is ready in just two minutes. Maggi 2 Minute Curry Noodles come with a noodle cake and an authentic hot curry flavour sachet of mixed herbs and spices including chilli, coriander, onion and cumin; for great flavour. Maggi® 2 Minute Noodles are simple to make. Empty the Maggi 2 Minute Noodles and curry flavour sachet into a 400ml pan of boiling water, and simmer for 2 minutes whilst stirring gently. There you have it, delicious curry noodles in just two minutes! *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/PS10111_1.jpg,/VendorItems/MenuItems/PS10111_2.jpg,73.0,g,120,V,30.0,0.00,,"PS10111,Maggi Curry Flavour Noodles,73g,Maggi,Curry Flavour Noodles,Maggi Noodles,Curry Flavour,Instant Noodles,Maggi Curry Flavour Noodles 73g,Noodles,Curry Noodles,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,tU/cv16qlwGfdsJ/o+tKew==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
130.00,45,-67,Lankasoy Curry Flavour,1020,0,True,False,CF64411,,0,Soya Protein,Textured and defatted soya protein with curry flavour seasoning.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CF64411_1.jpg,/VendorItems/MenuItems/CF64411_2.jpg,90.0,g,25,V,10.0,0.00,,"CF64411,Lankasoy Curry Flavour,90g,Lankasoy,Curry Flavour,Soya Meat,Curry Flavour,Lankasoy Soya Meat,Lankasoy Curry Flavour 90g,Soya,,,,Food Cupboard,Soya Meat",1.00,0,384,6nW1qkEFUNxi0Xya9ES8kQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
150.00,17,-66,My Choice Red Dhal Packet,1112,0,True,False,CS71347,FC0306,0,Red Dhal,My Choice red lentils (mysoor dhal) 500g pack. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS71347_1.jpg,/VendorItems/MenuItems/CS71347_2.jpg,500.0,g,40,V,30.0,0.00,,"CS71347,My Choice Red Dhal Packet,500g,My Choice,Dhal,Parippu,Mysoor Dhall,Red Split Lentils,My Choice Red Dhal Packet 500g,,,,,Food Cupboard,Commodities",1.00,0,384,eIXfkhE8Q2mGlVNObFAx5w==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
450.00,23,-65,Kist Tomato Sauce Squeezable Bottle,1069,0,True,False,CS20260,FC1301,0,Tomato Sauce,"The bright red luscious tomatoes used give this sauce its natural red colour and fresh pure taste of tomatoes. It has no added flavours or colours. Compliments fried savories, french fries, fried rice, Pasta dishes and is a perfect ingredient to use in preparation of various dishes. It uplifts every dish and and is a children's favourite. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CS20260_1.jpg,/VendorItems/MenuItems/CS20260_2.jpg,370.0,g,24,V,30.0,0.00,,"CS20260,Kist Tomato Sauce Squeezable Bottle,400g,Kist,Tomato Sauce,Tomato,Sauce,Kist Sauce,Kist Tomato Sauce Squeezable Bottle 400g,,,,,Food Cupboard,Sauce",1.00,0,384,AebedFzHaK8JHDok9f89yA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
540.00,11,-64,Hewage Sprats,1163,0,True,False,CS82238,,0,Sprats,Hewage sprats (dried small fish). *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CS82238_1.jpg,/VendorItems/MenuItems/CS82238_2.jpg,200.0,g,12,NV,10.0,0.00,,"CS82238,Hewage Sprats,200g,Hewage,Sprats,Sprats,,,Hewage Sprats 200g,,,,,Food Cupboard,Dry Fish",1.00,0,384,GL5Xw2DWo5MyejvTscoWTg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
140.00,6,-63,Malusoy Devilled Prawn,1023,0,True,False,CF64471,,0,Devilled Prawn,Textured and defatted soya protein with devilled prawn flavour seasoning.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CF64471_1.jpg,/VendorItems/MenuItems/CF64471_2.jpg,90.0,g,25,NV,10.0,0.00,,"CF64471,Malusoy Devilled Prawn,90g,Lankasoy,Devilled Prawn,Soya Meat,Devilled Prawn ,Lankasoy Soya Meat,Malusoy Devilled Prawn 90g,Soya,,,,Food Cupboard,Soya Meat",1.00,0,384,OpXqOnZ9xneV9hGQX9HJjg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
520.00,22,-62,Edinborough Tomato Sauce,637593,0,True,False,CS26636,,0,Sauce,"Edinborough Tomato Sauce 405g is a savory sauce used to enhance the flavor of a wide range of dishes like pasta, Spaghetti, french fries or burgers. The sauce is a popular choice for pasta dishes, stews, casseroles, and grilled meats as well. The bottle features an easy-to-use screw-top lid, which makes it convenient to pour and store. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CS26636_1.jpg,/VendorItems/MenuItems/CS26636_2.jpg,405.0,g,6,,10.0,0.00,,"CS26636,Edinborough Tomato Sauce,405g,Edinborough,Tomato Sauce,Tomato,Sauce,Edinborough Sauce,Edinborough Tomato Sauce 405g,,,,,Food Cupboard,Sauce",1.00,0,384,11bYljiybpEj07QIfrGh5w==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
185.00,13,-61,Samaposha,16,0,True,False,BC11726,BC0107,0,Samaposha,"This pre-cooked cereal based nutritious supplement food is made from corn, soya, green gram and rice. *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/BC11726_1.jpg,/VendorItems/MenuItems/BC11726_2.jpg,200.0,g,25,V,10.0,0.00,,"BC11726,Samaposha,Sama,Posha,Food Cupboard,Breakfast,Cereals",1.00,0,384,UGzVJIV3hxhBMmtgbsMgVA==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
370.00,12,-60,Prima Instant Noodles,703,0,True,False,PS12452,,0,Insant Noodles,Prima noodles are an all time favourite amongst kids and adults alike. *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/PS12452_1.jpg,/VendorItems/MenuItems/PS12452_2.jpg,325.0,g,24,V,30.0,0.00,,"PS12452,Prima Instant Noodles,345g,Prima,Instant Noodles,Prima Noodles,,Instant Noodles,Prima Instant Noodles 345g,Noodles,Kottu mee,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,pBTd1BganH+QIH32wH4orQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
120.00,26,-59,Lankasoy Regular Soya,1019,0,True,False,CF64406,,0,Soya Protein,Textured and defatted soya protein.  *Images for illustration purposes only. Product received may vary.,/VendorItems/MenuItems/CF64406_1.jpg,/VendorItems/MenuItems/CF64406_2.jpg,90.0,g,25,V,10.0,0.00,,"CF64406,Lankasoy Regular Soya,90g,Lankasoy,Regular Soya,Soya Meat,Regular,Lankasoy Soya Meat,Lankasoy Regular Soya 90g,Soya,,,,Food Cupboard,Soya Meat",1.00,0,384,2MBdFVP9XNSNLBs/MOP5Rg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
280.00,18,-58,Knorr Biriyani Mix,1873,0,True,False,CS19366,,0,Biriyani Mix,"Knorr Biriyani Mix made with authentic herbs and spices to help you create deliciously flavourful, aromatic biriyani in your own homes in just 3 easy steps. No added MSG, artificial preserving ingredients, artificial flavours or colours.  *Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/CS19366_1.jpg,/VendorItems/MenuItems/CS19366_2.jpg,20.0,g,24,,5.0,0.00,,"CS19366,Knorr Biriyani Mix,20g,Knorr,Biriyani Mix,Knorr mix,,,Knorr Biriyani Mix 20g,,,,,Food Cupboard,Curry mixes & Pastes",1.00,0,384,gbDRXfpK/le73z6xp8RsrQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
580.00,28,-57,Astra Fat Spread,859,0,True,False,DY20103,FC1101,0,Margarine,"Astra is a much loved breakfast fat spread in Sri Lanka for kids which is also the trusted and must have ingredient for Spreading, Topping, Baking and Cooking that adds not only flavour but also the goodness and nutrition of Vitamin A and Vitamin D to the meal. Astra 250g can be used for multiple purposes.*Images for illustration purposes only. Product received may vary.",/VendorItems/MenuItems/DY20103_1.jpg,/VendorItems/MenuItems/DY20103_2.jpg,250.0,g,48,V,10.0,0.00,,"DY20103,Astra Fat Spread,250g,Astra,Fat Spreads,Astra Margarine,Spreads,,Astra Fat Spread 250g,,,,,Food Cupboard,Margarine",1.00,0,384,u1s7tEecbYNgrkJ8Lcdfhw==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
675.00,30,-56,"Prima Kottu Mee Multi Pack,Cheese&Onion 5pcs",636231,0,True,False,PSE0161,FC1202,0,Instant Noodles,Cheese & Onion flavoured instant noodles. *Images for illustration purpose only. Products received may vary.,/VendorItems/MenuItems/PSE0161_1.jpg,/VendorItems/MenuItems/PSE0161_2.jpg,85.0,g,16,,30.0,0.00,,"PSE0161,Prima Kottu Mee Multi Pack,Cheese&Onion 5pcs,85g,Prima,Kottu Mee Multi Pack,Cheese&Onion 5pcs,Prima Noodles,Cheese & Onion ,Instant Noodles,Prima Kottu Mee Multi Pack,Cheese&Onion 5pcs 85g,Noodles,Kottu mee,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,XTe+7PJc7doCL2uR3yWvAg==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
300.00,175,-55,Prima Kottu Mee Korean Ramen,638080,0,True,False,PSE0217,,0,Noodles,Mouth watering hot and spicy noodles with fiery chicken flavour.*Images for illustration purpose only. Products received may vary.,/VendorItems/MenuItems/PSE0217_1.jpg,/VendorItems/MenuItems/PSE0217_2.jpg,110.0,g,48,,10.0,0.00,,"PSE0217,Prima Kottu Mee Korean Ramen,110g,Prima,Kottu Mee Korean Ramen,Prima Noodles,Korean Ramen,Instant Noodles,Prima Kottu Mee Korean Ramen 110g,Noodles,Kottu mee,Instant,,Food Cupboard,Noodles, Pasta & Vermicelli",1.00,0,384,phiLxGGCeqxf7WWKUUGWDQ==,False,FC,cargills,Colombo,1851,2026-02-26T12:34:38+00:00,https://cargillsonline.com/Product/Food-Cupboard?IC=Nw==&NC=Rm9vZCBDdXBib2FyZA==
